City,Tags,State,Old_age,Young_age,link 1,Avg Expense Per Day,historical & heritage,city,pilgrimage,hill station,beach,lake & backwater,adventure / trekking,wildlife,waterfall,nature & scenic,Image Link
Chikmagalur,Hill Station,Karnataka,0,1,https://www.holidify.com/places/chikmagalur/,4047,0,0,0,1,0,0,0,0,0,0,https://www.dailyexcelsior.com/wp-content/uploads//2018/06/Chikmagalur.jpg
Sabarimala,Pilgrimage,Kerala,1,0,https://www.holidify.com/places/sabarimala/,3209,0,0,1,0,0,0,0,0,0,0,https://bsmedia.business-standard.com/media-handler.php?mediaPath=https://bsmedia.business-standard.com/_media/bs/img/article/2016-12/26/full/1482748456-5874.jpg&width=1200
Konark,Historical & Heritage,Odisha,1,0,https://www.holidify.com/places/konark/,2653,1,0,0,0,0,0,0,0,0,0,https://images.newindianexpress.com/uploads/user/imagelibrary/2020/1/10/w1200X800/Konark_temple-_EPS.jpg
Gir National Park,Wildlife,Gujarat,1,1,https://www.holidify.com/places/gir-national-park/,4053,0,0,0,0,0,0,0,1,0,0,https://img.traveltriangle.com/blog/wp-content/uploads/2017/08/Cover13.jpg
Mahabalipuram,Historical & Heritage |  Beach,Tamil Nadu,1,1,https://www.holidify.com/places/mahabalipuram/,3742,1,0,0,0,1,0,0,0,0,0,https://c.ndtvimg.com/2020-08/gom2ebv_mahabalipuram_295x200_20_August_20.jpg
Gangtok,Hill Station,Sikkim,0,1,https://www.holidify.com/places/gangtok/,2550,0,0,0,1,0,0,0,0,0,0,https://www.outlookindia.com/outlooktraveller/public/uploads/articles/explore/shutterstock_484777531.jpg
Jaisalmer,Historical & Heritage,Rajasthan,1,0,https://www.holidify.com/places/jaisalmer/,1855,1,0,0,0,0,0,0,0,0,0,https://assets.traveltriangle.com/blog/wp-content/uploads/2016/10/Jaisalmer-Desert-camel-Safari.jpg
Bandhavgarh National Park,Wildlife,Madhya Pradesh,1,1,https://www.holidify.com/places/bandhavgarh-national-park/,4687,0,0,0,0,0,0,0,1,0,0,https://www.nativeplanet.com/img/2014/07/25-bandhavgarhnationalpark1.jpg
Athirapally Waterfalls,Waterfall,Kerala,0,1,https://www.holidify.com/places/thrissur/,2490,0,0,0,0,0,0,0,0,1,0,https://i2.wp.com/www.keralahoneymoons.com/blog/wp-content/uploads/2015/09/Athirapally-waterfalls-Thrissur-Kerala.jpg?fit=1024%2C533
Wayanad,Hill Station,Kerala,0,1,https://www.holidify.com/places/wayanad/,2990,0,0,0,1,0,0,0,0,0,0,https://tripily.co/wp-content/uploads/2019/10/3253378071-2-e1571735443995.jpg
Nagarhole National Park,Wildlife,Karnataka,1,1,https://www.holidify.com/places/nagarhole/,4682,0,0,0,0,0,0,0,1,0,0,https://edge.ixigo.com/ixi-api/img/5134c06a831478369ab3c6ba_600x315.jpg
Kanyakumari,Pilgrimage |  Beach |  Nature & Scenic,Tamil Nadu,1,1,https://www.holidify.com/places/kanyakumari/,1486,0,0,1,0,1,0,0,0,0,1,"https://www.tripsavvy.com/thmb/yUi3kQW3JtyCFRrK9DqqNSb12nA=/2121x1414/filters:fill(auto,1)/GettyImages-1171590321-366ab14d9da048158c2a52e1b851d8f0.jpg"
Dharamshala,Historical & Heritage |  Hill Station,Himachal Pradesh,1,1,https://www.holidify.com/places/dharamsala/,2124,1,0,0,1,0,0,0,0,0,0,https://s3.india.com/wp-content/uploads/2020/12/Dharamshala.jpg
Ranthambore National Park,Wildlife,Rajasthan,1,1,https://www.holidify.com/places/ranthambore/,4685,0,0,0,0,0,0,0,1,0,0,https://www.visittnt.com/images/wildlife/national-park/ranthambhore-national-park.jpg
Shillong,Hill Station,Meghalaya,0,1,https://www.holidify.com/places/shillong/,2617,0,0,0,1,0,0,0,0,0,0,https://www.oyorooms.com/travel-guide/wp-content/uploads/2019/04/Elephant-Falls.jpg
Thanjavur,Historical & Heritage |  Pilgrimage,Tamil Nadu,1,0,https://www.holidify.com/places/thanjevur/,2281,1,0,1,0,0,0,0,0,0,0,https://cdn.britannica.com/84/196584-050-410B179D/Brihadishvara-Chola-temple-Thanjavur-India-Tamil-Nadu.jpg
Ganpatipule,Pilgrimage |  Beach,Maharashtra,1,1,https://www.holidify.com/places/ganapatipule/,2761,0,0,1,0,1,0,0,0,0,0,https://www.trawell.in/admin/images/upload/520468440Ganpatipule_Temple.jpg
Bandipur National Park,Wildlife,Karnataka,1,1,https://www.holidify.com/places/bandipur-national-park/,4160,0,0,0,0,0,0,0,1,0,0,https://www.weekendthrill.com/wp-content/uploads/2016/07/Bandipur-National-Park.jpg
Cherrapunji,Hill Station,Meghalaya,0,1,https://www.holidify.com/places/cherrapunjee/,2802,0,0,0,1,0,0,0,0,0,0,https://www.adotrip.com/public/images/city/master_images/5e411ceab3ed3-Cherrapunji_Attractions.jpg
Hogenakkal,Waterfall,Tamil Nadu,0,1,https://www.holidify.com/places/hogenakkal/,5104,0,0,0,0,0,0,0,0,1,0,https://imgstaticcontent.lbb.in/lbbnew/wp-content/uploads/sites/2/2018/06/07201310/HogenakkalFalls2.jpg
Dwarka,Pilgrimage,Gujarat,1,0,https://www.holidify.com/places/dwarka/,1607,0,0,1,0,0,0,0,0,0,0,https://www.tourmyindia.com/weekend-tours/images/ahmedabad-dwarka-weekend-tour2.webp
Kullu,Hill Station,Himachal Pradesh,0,1,https://www.holidify.com/places/kullu/,2713,0,0,0,1,0,0,0,0,0,0,https://discoverkullumanali.in/wp-content/uploads/2020/11/Solang-valley-in-Manali.jpg
Mathura,Pilgrimage,Uttar Pradesh,1,0,https://www.holidify.com/places/mathura/,1663,0,0,1,0,0,0,0,0,0,0,https://images.financialexpress.com/2020/08/krishna660.jpg
Bangalore,City,Karnataka,0,1,https://www.holidify.com/places/bangalore/,2564,0,1,0,0,0,0,0,0,0,0,https://www.revv.co.in/blogs/wp-content/uploads/2020/05/Lepakshi.jpg
Rann Of Kutch,Historical & Heritage |  Nature & Scenic,Gujarat,1,1,https://www.holidify.com/places/kutch/,3470,1,0,0,0,0,0,0,0,0,1,https://www.gujarattourism.com/content/dam/gujrattourism/images/weekend-get-aways/great-rann-of-kutch/gallery/Great%20Rann%20Of%20Kutch%20(14).jpg
Tiruchirappalli,Historical & Heritage |  City,Tamil Nadu,1,1,https://www.holidify.com/places/tiruchirappalli/,2500,1,1,0,0,0,0,0,0,0,0,https://pix10.agoda.net/geo/city/114739/1_114739_02.jpg?s=1920x822
Gokarna,Pilgrimage |  Beach,Karnataka,1,1,https://www.holidify.com/places/gokarna/,1876,0,0,1,0,1,0,0,0,0,0,https://www.hlimg.com/images/stories/738X538/gokarna_1546858082-8053e.jpg
Alibaug,Beach |  Historical & Heritage,Maharashtra,1,0,https://www.holidify.com/places/alibag/,4811,1,0,0,0,1,0,0,0,0,0,https://static.toiimg.com/thumb/59540425/Alibaug-Beach.jpg?width=1200&height=900
Ajmer,Historical & Heritage |  Pilgrimage,Rajasthan,1,0,https://www.holidify.com/places/ajmer/,1552,1,0,1,0,0,0,0,0,0,0,https://chikucab.com/taxi/wp-content/uploads/2020/12/cab-service-in-ajmer.jpg
Kochi,Beach |  City,Kerala,0,1,https://www.holidify.com/places/kochi/,2130,0,1,0,0,1,0,0,0,0,0,https://static.toiimg.com/photo/71775173.cms
Kedarnath,Pilgrimage |  Adventure / Trekking,Uttarakhand,1,1,https://www.holidify.com/places/kedarnath/,2249,0,0,1,0,0,0,1,0,0,0,https://www.rajyasameeksha.com/Uploads/86efad5e-69e4-46f7-bcaa-74dacc6a22c1.jpg
Shivanasamudra Falls,Waterfall,Karnataka,0,1,https://www.holidify.com/places/shivanasamundram/,4247,0,0,0,0,0,0,0,0,1,0,https://www.nativeplanet.com/img/2017/06/03-16-1497615211.jpg
Bhubaneswar,City,Odisha,0,1,https://www.holidify.com/places/bhubaneswar/,2404,0,1,0,0,0,0,0,0,0,0,https://odishatourism.gov.in/content/dam/tourism/home/discover/major-cities/bhubaneswar/gallery/gallery2.jpg
Lonavala,Hill Station,Maharashtra,0,1,https://www.holidify.com/places/lonavala/,5405,0,0,0,1,0,0,0,0,0,0,https://s3.india.com/wp-content/uploads/2018/08/Lonavala2.jpg
Tadoba National Park,Wildlife,Maharashtra,1,1,https://www.holidify.com/places/tadoba/,5605,0,0,0,0,0,0,0,1,0,0,https://lh3.googleusercontent.com/proxy/2TjbCFeddmztU9ojyyysHI919s-GQYq3tXZbVPVM5wVGHlp96-Y3rxVuNurkUsmXZmV1RjN8n9EZQ75-WZRFqWw4DNwsgmnxPxlLtwyW-6SPdGa0eHFVUxeearXrMPqD2zTD_zBBwVCzIzWFL0-Wb5TLVGOCephzyF0HHnuIaVl2YePsoRN4b9D2WmUG
Valley Of Flowers,Nature & Scenic |  Adventure / Trekking,Uttarakhand,0,1,https://www.holidify.com/places/valley-of-flowers/,3675,0,0,0,0,0,0,1,0,0,1,https://tangytour.com/wp-content/uploads/2020/11/1600347344_shutterstock_268993172.jpg.jpg
Vizag,Beach |  City |  Nature & Scenic,Andhra Pradesh,0,1,https://www.holidify.com/places/visakhapatnam/,1992,0,1,0,0,1,0,0,0,0,1,https://assets.thehansindia.com/h-upload/feeds/2019/05/10/173219-vizag.jpg
Pelling,Hill Station,Sikkim,0,1,https://www.holidify.com/places/west-sikkim/,1966,0,0,0,1,0,0,0,0,0,0,"https://images.thrillophilia.com/image/upload/s--4fdq8pcy--/c_fill,h_600,q_auto,w_975/f_auto,fl_strip_profile/v1/images/photos/000/107/544/original/1613387577_shutterstock_645021859_optimized.jpg.jpg?1613387577"
Dandeli,Adventure / Trekking,Karnataka,0,1,https://www.holidify.com/places/dandeli/,3170,0,0,0,0,0,0,1,0,0,0,"https://images.thrillophilia.com/image/upload/s--VlS5EOfh--/c_fill,g_auto/v1/attractions/images/000/002/816/original/17-09-1305-05-32_River.jpg.jpg"
Badrinath,Pilgrimage,Uttarakhand,1,0,https://www.holidify.com/places/badrinath/,4352,0,0,1,0,0,0,0,0,0,0,https://images.sadhguru.org/sites/default/files/media_files/17653-badrinath.jpg
Bikaner,Historical & Heritage,Rajasthan,1,0,https://www.holidify.com/places/bikaner/,2259,1,0,0,0,0,0,0,0,0,0,https://upload.wikimedia.org/wikipedia/commons/7/7c/The_Laxmi_Niwas_Palace%2C_Bikaner%2C_Rajasthan.jpg
Chidambaram,Historical & Heritage |  Pilgrimage,Tamil Nadu,1,0,https://www.holidify.com/places/chidambram/,2571,1,0,1,0,0,0,0,0,0,0,https://www.nativeplanet.com/img/2018/11/chidambaram-temple-tank-1-1541138556.jpg
Guwahati,City,Assam,0,0,https://www.holidify.com/places/guwahati/,1790,0,1,0,0,0,0,0,0,0,0,https://www.oyorooms.com/travel-guide/wp-content/uploads/2019/03/Kamakhya-Temple.jpg
Dalhousie,Hill Station,Himachal Pradesh,0,1,https://www.holidify.com/places/dalhousie/,2942,0,0,0,1,0,0,0,0,0,0,"https://images.thrillophilia.com/image/upload/s--6xOMHRRd--/c_fill,h_600,q_auto,w_975/f_auto,fl_strip_profile/v1/images/photos/000/112/340/original/1600316182_1587991355_1.Khajjiar-Mini-Switzerland-of-India-3.jpg.jpg.jpg?1600316182"
Pune,Historical & Heritage |  City,Maharashtra,1,0,https://www.holidify.com/places/pune/,3086,1,1,0,0,0,0,0,0,0,0,https://punetourism.co.in/images/places-to-visit/headers/shaniwar-wada-pune-tourism-entry-fee-timings-holidays-reviews-header.jpg
Vrindavan,Pilgrimage,Uttar Pradesh,1,0,https://www.holidify.com/places/vrindavan/,1515,0,0,1,0,0,0,0,0,0,0,https://www.dham-yatra.com/blog/wp-content/uploads/2020/02/mathura-vrindavan-local-sightseeing-tour-package-prem-mandir.jpg
Almora,Hill Station,Uttarakhand,0,1,https://www.holidify.com/places/almora/,3654,0,0,0,1,0,0,0,0,0,0,https://www.helloholidays.in/images-of-tour-packages/Enroute-Almora.jpg
Srisailam,Lake & Backwater |  Nature & Scenic |  Pilgrimage,Andhra Pradesh,0,1,https://www.holidify.com/places/srisailam/,1987,0,0,1,0,0,1,0,0,0,1,https://seoimgak.mmtcdn.com/blog/sites/default/files/images/srisailam_1.jpg
Murudeshwar,Pilgrimage |  Beach,Karnataka,1,1,https://www.holidify.com/places/murudeshwar/,4320,0,0,1,0,1,0,0,0,0,0,https://img.traveltriangle.com/blog/wp-content/uploads/2018/06/shiva-temple1.jpg
Trivandrum,City,Kerala,0,1,https://www.holidify.com/places/trivandrum/,1697,0,1,0,0,0,0,0,0,0,0,https://static.toiimg.com/photo/45685972.cms
Udupi,Pilgrimage |  Beach,Karnataka,1,1,https://www.holidify.com/places/udupi/,2408,0,0,1,0,1,0,0,0,0,0,https://www.investkarnataka.co.in/wp-content/uploads/2020/08/Udupi.jpg
Nashik,Pilgrimage,Maharashtra,1,0,https://www.holidify.com/places/nasik/,3423,0,0,1,0,0,0,0,0,0,0,https://www.fabhotels.com/blog/wp-content/uploads/2019/06/Pandavleni-Caves.jpg
Gwalior,Historical & Heritage,Madhya Pradesh,1,0,https://www.holidify.com/places/gwalior/,1948,1,0,0,0,0,0,0,0,0,0,https://static.toiimg.com/thumb/65388545/gwalior-fort.jpg?width=1200&height=900
Chittorgarh,Historical & Heritage,Rajasthan,1,0,https://www.holidify.com/places/chittorgarh/,2127,1,0,0,0,0,0,0,0,0,0,https://www.holidify.com/images/bgImages/CHITTORGARH.jpg
Lachung,Hill Station,Sikkim,0,1,https://www.holidify.com/places/north-sikkim/,3101,0,0,0,1,0,0,0,0,0,0,https://static2.tripoto.com/media/filter/tst/img/69468/SpotDocument/1529094154_1529094509502.jpg
Kumbakonam,Pilgrimage,Tamil Nadu,1,0,https://www.holidify.com/places/kumbakonam/,1985,0,0,1,0,0,0,0,0,0,0,https://www.outlookindia.com/outlooktraveller/public/uploads/filemanager/images/shutterstock_1232229151.jpg
Bhimtal,Hill Station,Uttarakhand,0,1,https://www.holidify.com/places/bhimtal/,4401,0,0,0,1,0,0,0,0,0,0,https://junooninthehills.com/blog/wp-content/uploads/2020/07/16754920661_f611fb0769_c.jpg
Ranikhet,Hill Station,Uttarakhand,0,1,https://www.holidify.com/places/ranikhet/,3871,0,0,0,1,0,0,0,0,0,0,https://www.tourmyindia.com/socialimg/ranikhet-tourism.jpg
Dehradun,City | Hill Station,Uttarakhand,1,1,https://www.holidify.com/places/dehradun/,2050,0,1,0,1,0,0,0,0,0,0,https://k6u8v6y8.stackpathcdn.com/blog/wp-content/uploads/2019/02/Rishikesh-Yoga-City-India.jpg
Lansdowne,Hill Station | Wildlife,Uttarakhand,1,1,https://www.holidify.com/places/lansdowne/,2710,0,0,0,1,0,0,0,1,0,0,https://vargiskhan.com/log/wp-content/uploads/2019/11/best-time-to-visit-lansdowne.jpg
Auli,Hill Station | Adventure / Trekking,Uttarakhand,0,1,https://www.holidify.com/places/auli/,3103,0,0,0,1,0,0,1,0,0,0,https://www.outdoorkeeda.com/uttarakhand/images/outdoorkeeda-auli-2.jpg
Gangotri,Pilgrimage | Hill Station,Uttarakhand,1,1,https://www.holidify.com/places/gangotri/,3070,0,0,1,1,0,0,0,0,0,0,https://iptb.b-cdn.net/wp-content/uploads/2013/11/gangotri-dham-uttarakhand.jpg
Yamunotri,Pilgrimage | Hill Station | Nature & Scenic | Adventure / Trekking,Uttarakhand,1,1,https://www.holidify.com/places/yamunotri/,2989,0,0,1,1,0,0,1,0,0,1,https://www.travelogyindia.com/storage/app/upload/yamunotri-dham.jpg
Harsil,Hill Station | Adventure / Trekking,Uttarakhand,0,1,https://www.holidify.com/places/harsil/,2775,0,0,0,1,0,0,1,0,0,0,https://1.bp.blogspot.com/-Fc6Lqhyhw5M/XbFsHbNfW0I/AAAAAAAAXag/c-k2420KoE0uzDF-ywYQGC3cKbU4FqKEACEwYBhgL/s1600/73108475_2490588554600400_333935463905624064_o.jpg
Pauri Garhwal,Hill Station | Adventure / Trekking | Nature & Scenic,Uttarakhand,0,1,https://www.holidify.com/places/pauri-garhwal/,2691,0,0,0,1,0,0,1,0,0,1,https://uttrakhandtrip.files.wordpress.com/2011/11/pauri-garhwal-0021.jpg
New Tehri,Hill Station | Lake & Backwater | Nature & Scenic,Uttarakhand,0,1,https://www.holidify.com/places/tehri-garhwal/,1280,0,0,0,1,0,1,0,0,0,1,https://cdn.s3waas.gov.in/s3258be18e31c8188555c2ff05b4d542c3/uploads/bfi_thumb/2018031444-olw7akshtc2a516mgx2ehn5d528eptkt0fba1rxua2.jpg
Solang Valley,Hill Station | Nature & Scenic,Himachal Pradesh,0,1,https://www.holidify.com/places/manali/,1685,0,0,0,1,0,0,0,0,0,1,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_633164246_20190904103856_20190904103926.jpg
Manikaran,Pilgrimage | Hill Station,Himachal Pradesh,1,1,https://www.holidify.com/places/manikaran-sahib/,1031,0,0,1,1,0,0,0,0,0,0,https://img.traveltriangle.com/blog/wp-content/uploads/2019/04/manikaran-things-to-do-cover.jpg
Kasol,Hill Station | Nature & Scenic,Himachal Pradesh,0,1,https://www.holidify.com/places/kasol/,1102,0,0,0,1,0,0,0,0,0,1,https://yayavarclub.in/wp-content/uploads/2020/08/parvati_valley_river_KbmoH.jpg
Dainkund Peak Trek,Hill Station | Adventure / Trekking | Nature & Scenic,Himachal Pradesh,0,1,https://www.holidify.com/places/dalhousie/,2942,0,0,0,1,0,0,1,0,0,1,https://www.crazytravellers.com/wp-content/uploads/2018/03/Dalhousie-Dainkund-007.jpg
Chamera Lake,Lake & Backwater | Nature & Scenic,Himachal Pradesh,1,1,https://www.holidify.com/places/dalhousie/,2942,0,0,0,0,0,1,0,0,0,1,https://media-cdn.tripadvisor.com/media/photo-s/04/22/5b/1b/chamera-lake.jpg
Parvati Valley,Adventure / Trekking | Nature & Scenic,Himachal Pradesh,0,1,https://www.holidify.com/places/parvati-valley/,1424,0,0,0,0,0,0,1,0,0,1,https://www.oyorooms.com/travel-guide/wp-content/uploads/2019/09/cropped-Parvati.jpg
Bir Billing,Adventure / Trekking | Nature & Scenic,Himachal Pradesh,0,1,https://www.holidify.com/places/bir/,1379,0,0,0,0,0,0,1,0,0,1,https://imgstaticcontent.lbb.in/lbbnew/wp-content/uploads/sites/2/2016/06/Paragliding-at-Bir-Billing.jpg?w=1200&h=628&fill=blur&fit=fill
Palampur,Adventure / Trekking | Nature & Scenic,Himachal Pradesh,0,1,https://www.holidify.com/places/palampur/,3591,0,0,0,0,0,0,1,0,0,1,https://blog.railyatri.in/wp-content/uploads/2019/01/Tourist-places-in-Palampur.png
Chandigarh,City | Nature & Scenic | Lake & Backwater,Chandigarh,0,1,https://www.holidify.com/places/chandigarh/,3274,0,1,0,0,0,1,0,0,0,1,https://www.artchitectours.com/wp-content/uploads/2018/12/modernism-chandigarh-04.jpg
Srinagar,City | Nature & Scenic | Hill Station | Lake & Backwater,Jammu & Kashmir,0,1,https://www.holidify.com/places/srinagar/,2437,0,1,0,1,0,1,0,0,0,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4d/45/b3/srinagar.jpg?w=1100&h=600&s=1
Pahalgam,Hill Station | Pilgrimage | Nature & Scenic,Jammu & Kashmir,1,1,https://www.holidify.com/places/pahalgam/,2685,0,0,1,1,0,0,0,0,0,1,https://cdn.s3waas.gov.in/s330ef30b64204a3088a26bc2e6ecf7602/uploads/bfi_thumb/2018112262-olw7ypbd89384q51lchohjza13bka5csbu3xhg62kq.jpeg
Sonmarg,City | Hill Station,Jammu & Kashmir,0,1,https://www.holidify.com/places/sonamarg/,2050,0,1,0,1,0,0,0,0,0,0,https://static.toiimg.com/photo/66122027.cms
Kargil,Hill Station | Historical & Heritage,Jammu & Kashmir,1,1,https://www.holidify.com/places/kargil/,4250,1,0,0,1,0,0,0,0,0,0,https://img.theweek.in/content/dam/week/gallery/slideshow/2018/july/kargil-vijay-diwas/kargil-3-arvindjain.jpg
Leh,Hill Station | Lake & Backwater | Nature & Scenic,Jammu & Kashmir,0,1,https://www.holidify.com/places/ladakh/,2783,0,0,0,1,0,1,0,0,0,1,https://www.outlookindia.com/outlooktraveller/public/uploads/articles/travelnews/Pangong-Leh-train.jpg
Ladakh,Hill Station | Pilgrimage | Nature & Scenic,Jammu & Kashmir,1,1,https://www.holidify.com/places/ladakh/,2783,0,0,1,1,0,0,0,0,0,1,https://www.holidify.com/images/bgImages/LADAKH.jpg
Itanagar,Nature & Scenic | City | Wildlife,Arunanchal Pradesh,0,1,https://www.holidify.com/places/itanagar/,2774,0,1,0,0,0,0,0,1,0,1,https://www.tourmyindia.com/states/arunachalpradesh/images/tawang3.jpg
Tawang,Pilgrimage | Hill Station | Nature & Scenic,Arunanchal Pradesh,1,1,https://www.holidify.com/places/tawang/,2113,0,0,1,1,0,0,0,0,0,1,https://images.cnbctv18.com/wp-content/uploads/2018/12/cover16-768x508.jpg
Mount Abu,Hill Station | Pilgrimage | Nature & Scenic,Rajasthan,1,1,https://www.holidify.com/places/mount-abu/,3381,0,0,1,1,0,0,0,0,0,1,https://www.oyorooms.com/travel-guide/wp-content/uploads/2019/05/Things-to-do-at-the-Romantic-destination-of-Mount-Abu-Hero-Image.jpg
Diu,City | Beach,Daman & Diu,0,1,https://www.holidify.com/places/diu/,2897,0,1,0,0,1,0,0,0,0,0,https://cdn.britannica.com/27/1627-050-6E7FEBFB/fort-Portuguese-coast-Diu.jpg
Goa,City | Beach,Goa,0,1,https://www.holidify.com/places/goa/,5351,0,1,0,0,1,0,0,0,0,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fc/f0/goa.jpg?w=1100&h=600&s=1
Ross Island,Historical & Heritage,Andaman and Nicobar Islands,1,0,https://www.holidify.com/places/andaman-nicobar-islands/,2844,1,0,0,0,0,0,0,0,0,0,https://www.oyorooms.com/travel-guide/wp-content/uploads/2019/09/Banner-Image-2.jpg
Khandala,Hill Station | Adventure / Trekking | Nature & Scenic,Maharashtra,0,1,https://www.holidify.com/places/khandala/,5501,0,0,0,1,0,0,1,0,0,1,"https://images.thrillophilia.com/image/upload/s--Av8hSHpI--/c_fill,g_auto,h_600,q_auto,w_975/f_auto,fl_strip_profile/v1/images/photos/000/178/699/original/1574493396_khandala-rajmachi-fort-157392790575-orijgp.jpg.jpg"
Aurangabad,Historical & Heritage,Maharashtra,1,0,https://www.holidify.com/places/aurangabad/,1858,1,0,0,0,0,0,0,0,0,0,https://static.toiimg.com/photo/52533619.cms
Panchgani,Hill Station | Nature & Scenic,Maharashtra,0,1,https://www.holidify.com/places/panchgani/,4104,0,0,0,1,0,0,0,0,0,1,https://pictures.trodly.com/image/activity/2530/size-885x420/mode-crop/5c24a7d6e3e38.jpg
Panchmarhi Hills,Hill Station | Nature & Scenic,Madhya Pradesh,0,1,https://www.holidify.com/places/pachmarhi/,5497,0,0,0,1,0,0,0,0,0,1,https://i.pinimg.com/originals/64/10/b2/6410b2b24107ff18dd74383e04994e9f.jpg
Coonoor,Hill Station | Nature & Scenic,Tamil Nadu,0,1,https://www.holidify.com/places/coonoor/,4079,0,0,0,1,0,0,0,0,0,1,https://img.traveltriangle.com/blog/wp-content/uploads/2018/04/Coonoor-cover-picture.jpg
Thiruvananthapuram,Historical & Heritage | City,Kerala,1,1,https://www.holidify.com/places/trivandrum/,1697,1,1,0,0,0,0,0,0,0,0,https://www.oyorooms.com/travel-guide/wp-content/uploads/2019/11/Attukal-Bhagavathy-Temple-at-Thiruvananthapuram.jpg
Lakshadweep Island,Beach | Lake & Backwater,Lakshadweep Island,1,1,https://www.holidify.com/places/lakshadweep-islands/,3658,0,0,0,0,1,1,0,0,0,0,https://adventuresome.in/wp-content/uploads/2019/08/lakshadweep-islands-2.jpg
Bengaluru,CIty,Karnataka,0,1,https://www.holidify.com/places/bangalore/,2564,0,1,0,0,0,0,0,0,0,0,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-800131,resizemode-1,msid-72465860/news/politics-and-nation/view-making-bengaluru-asias-innovation-capital.jpg"
Kalimpong,Hill Station,West Bengal,1,1,https://www.holidify.com/places/kalimpong/,2102,0,0,0,1,0,0,0,0,0,0,https://lp-cms-production.imgix.net/2019-06/GettyImages-164847416_full.jpg?auto=format&fit=crop&ixlib=react-8.6.4&h=520&w=1312
Kurseong,Hill Station | Nature & Scenic,West Bengal,0,1,https://www.holidify.com/places/kurseong/,2511,0,0,0,1,0,0,0,0,0,1,https://www.holidify.com/images/bgImages/KURSEONG.jpg
Lucknow,Historical & Heritage | City,Uttar Pradesh,1,1,https://www.holidify.com/places/lucknow/,2270,1,1,0,0,0,0,0,0,0,0,http://www.travellingadda.com/wp-content/uploads/2020/11/lucknow.jpg
Ayodhya,Historical & Heritage | City | Pilgrimage,Uttar Pradesh,1,1,https://www.holidify.com/places/lucknow/,2270,1,1,1,0,0,0,0,0,0,0,https://resize.indiatvnews.com/en/resize/newbucket/715_-/2020/08/ram-mandir-image-1596552261.jpg
Dudhwa National Park,Wildlife,Uttar Pradesh,1,0,https://www.holidify.com/places/dudhwa-national-park/,4100,0,0,0,0,0,0,0,1,0,0,https://bigcatsindia.com/wp-content/uploads/2020/01/Dudhwa-vasishtaJayanti.jpg
Prayagraj,Pilgrimage,Uttar Pradesh,1,0,https://www.holidify.com/places/allahabad/,1607,0,0,1,0,0,0,0,0,0,0,https://www.skymetweather.com/content/wp-content/uploads/2019/05/img1-63.jpg
Fatehpuri Sikri,Historical & Heritage,Uttar Pradesh,1,0,https://www.holidify.com/places/agra/,1994,1,0,0,0,0,0,0,0,0,0,https://img.traveltriangle.com/blog/wp-content/uploads/2020/03/cover-Places-To-Visit-In-Fatehpur-Sikri.jpg
Warangal,Historical & Heritage |  Nature & Scenic,Telangana,1,1,https://www.holidify.com/places/warangal/,1202,1,0,0,0,0,0,0,0,0,1,https://blogs.revv.co.in/blogs/wp-content/uploads/2020/12/Warangal.jpg
Chopta,Hill Station | Adventure / Trekking | Nature & Scenic,Uttarakhand,1,1,https://www.holidify.com/places/chopta/,,0,0,0,1,0,0,1,0,0,1,https://www.shikhar.com/images/gallery/tours/369/chopta%20chandrashila%20trek.jpg
Kanatal,Hill Station | Nature & Scenic,Uttarakhand,0,1,https://www.holidify.com/places/kanatal/,,0,0,0,1,0,0,0,0,0,1,https://www.nativeplanet.com/photos/560x292/2018/09/photo-92-121740-7.jpg
Lepakshi,Pilgrimage | Historical & Heritage,Andhra Pradesh,1,0,https://www.holidify.com/places/lepakshi/,,1,0,1,0,0,0,0,0,0,0,https://static2.tripoto.com/media/filter/tst/img/1866096/TripDocument/1577957511_shivling.jpg
Ziro,Nature & Scenic,Arunanchal Pradesh,1,1,https://www.holidify.com/places/ziro/,,0,0,0,0,0,0,0,0,0,1,https://www.exoticmiles.com/images/home/States/AP/Ziro-Valley.jpg
Mawsynram,Hill Station | Nature & Scenic,Meghalaya,0,1,https://www.holidify.com/places/mawsynram/,,0,0,0,1,0,0,0,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTavBPyw7M9-6pzRjlncW9HEWKDmtQ8yI1TBg&usqp=CAU
Kinnaur,Hill Station | Nature & Scenic,Himachal Pradesh,1,1,https://www.holidify.com/places/kinnaur/,,0,0,0,1,0,0,0,0,0,1,https://www.oyorooms.com/travel-guide/wp-content/uploads/2020/01/NAKO-1.jpg
Jabalpur,Pilgrimage | City,Madhya Pradesh,1,0,https://www.holidify.com/places/jabalpur/,,0,1,1,0,0,0,0,0,0,0,https://images.livemint.com/img/2020/08/17/600x338/PTI16-08-2020_000131B_1597662268774_1597662390286.jpg
Khajjar,Hill Station | Nature & Scenic,Himachal Pradesh,0,1,https://www.holidify.com/places/khajjiar/,,0,0,0,1,0,0,0,0,0,1,https://www.tourmyindia.com/socialimg/khajjiar-himachal-tourism.jpg
